titles,abstracts,terms,urls
Fokker-Planck to Callan-Symanzik: evolution of weight matrices under training,"The dynamical evolution of a neural network during training has been an
incredibly fascinating subject of study. First principal derivation of generic
evolution of variables in statistical physics systems has proved useful when
used to describe training dynamics conceptually, which in practice means
numerically solving equations such as Fokker-Planck equation. Simulating entire
networks inevitably runs into the curse of dimensionality. In this paper, we
utilize Fokker-Planck to simulate the probability density evolution of
individual weight matrices in the bottleneck layers of a simple
2-bottleneck-layered auto-encoder and compare the theoretical evolutions
against the empirical ones by examining the output data distributions. We also
derive physically relevant partial differential equations such as
Callan-Symanzik and Kardar-Parisi-Zhang equations from the dynamical equation
we have.",['cs.LG'],http://arxiv.org/abs/2501.09659v1
Driving in the Occupancy World: Vision-Centric 4D Occupancy Forecasting and Planning via World Models for Autonomous Driving,"World models envision potential future states based on various ego actions.
They embed extensive knowledge about the driving environment, facilitating safe
and scalable autonomous driving. Most existing methods primarily focus on
either data generation or the pretraining paradigms of world models. Unlike the
aforementioned prior works, we propose Drive-OccWorld, which adapts a
vision-centric 4D forecasting world model to end-to-end planning for autonomous
driving. Specifically, we first introduce a semantic and motion-conditional
normalization in the memory module, which accumulates semantic and dynamic
information from historical BEV embeddings. These BEV features are then
conveyed to the world decoder for future occupancy and flow forecasting,
considering both geometry and spatiotemporal modeling. Additionally, we propose
injecting flexible action conditions, such as velocity, steering angle,
trajectory, and commands, into the world model to enable controllable
generation and facilitate a broader range of downstream applications.
Furthermore, we explore integrating the generative capabilities of the 4D world
model with end-to-end planning, enabling continuous forecasting of future
states and the selection of optimal trajectories using an occupancy-based cost
function. Comprehensive experiments conducted on the nuScenes,
nuScenes-Occupancy, and Lyft-Level5 datasets illustrate that our method can
generate plausible and controllable 4D occupancy, paving the way for
advancements in driving world generation and end-to-end planning. Project page:
https://drive-occworld.github.io/",['cs.CV'],http://arxiv.org/abs/2408.14197v3
Steering Large Language Models with Feature Guided Activation Additions,"Effective and reliable control over large language model (LLM) behavior is a
significant challenge. While activation steering methods, which add steering
vectors to a model's hidden states, are a promising approach, existing
techniques often lack precision and interpretability in how they influence
model outputs. We introduce Feature Guided Activation Additions (FGAA), a novel
activation steering method that leverages insights from Contrastive Activation
Addition (CAA) and Sparse Autoencoder-Targeted Steering (SAE-TS). By operating
in the latent space of a Sparse Autoencoder (SAE) and employing optimization
techniques to select desired SAE features, FGAA constructs precise steering
vectors that provide better steering effects while maintaining coherence of
steered model outputs. In this regard, evaluations on Gemma-2-2B and Gemma-2-9B
models across various steering tasks demonstrate that FGAA outperforms existing
steering methods of CAA, SAE decoder steering, and SAE-TS. Our results also
highlight important trade-offs between steering scale and general model
capabilities that are consistent across all tested steering methods.","['cs.LG', 'cs.AI', 'cs.CL']",http://arxiv.org/abs/2501.09929v1
"GenSC-6G: A Prototype Testbed for Integrated Generative AI, Quantum, and Semantic Communication","We introduce a prototyping testbed, GenSC-6G, developed to generate a
comprehensive dataset that supports the integration of generative artificial
intelligence (AI), quantum computing, and semantic communication for emerging
sixth-generation (6G) applications. The GenSC-6G dataset is designed with
noise-augmented synthetic data optimized for semantic decoding, classification,
and localization tasks, significantly enhancing flexibility for diverse
AI-driven communication applications. This adaptable prototype supports
seamless modifications across baseline models, communication modules, and
goal-oriented decoders. Case studies demonstrate its application in lightweight
classification, semantic upsampling, and edge-based language inference under
noise conditions. The GenSC-6G dataset serves as a scalable and robust resource
for developing goal-oriented communication systems tailored to the growing
demands of 6G networks.","['cs.AI', 'eess.SP', 'quant-ph']",http://arxiv.org/abs/2501.09918v1
Super-class guided Transformer for Zero-Shot Attribute Classification,"Attribute classification is crucial for identifying specific characteristics
within image regions. Vision-Language Models (VLMs) have been effective in
zero-shot tasks by leveraging their general knowledge from large-scale
datasets. Recent studies demonstrate that transformer-based models with
class-wise queries can effectively address zero-shot multi-label
classification. However, poor utilization of the relationship between seen and
unseen attributes makes the model lack generalizability. Additionally,
attribute classification generally involves many attributes, making maintaining
the model's scalability difficult. To address these issues, we propose
Super-class guided transFormer (SugaFormer), a novel framework that leverages
super-classes to enhance scalability and generalizability for zero-shot
attribute classification. SugaFormer employs Super-class Query Initialization
(SQI) to reduce the number of queries, utilizing common semantic information
from super-classes, and incorporates Multi-context Decoding (MD) to handle
diverse visual cues. To strengthen generalizability, we introduce two knowledge
transfer strategies that utilize VLMs. During training, Super-class guided
Consistency Regularization (SCR) aligns model's features with VLMs using
super-class guided prompts, and during inference, Zero-shot Retrieval-based
Score Enhancement (ZRSE) refines predictions for unseen attributes. Extensive
experiments demonstrate that SugaFormer achieves state-of-the-art performance
across three widely-used attribute classification benchmarks under zero-shot,
and cross-dataset transfer settings. Our code is available at
https://github.com/mlvlab/SugaFormer.",['cs.CV'],http://arxiv.org/abs/2501.05728v2
Text-driven Adaptation of Foundation Models for Few-shot Surgical Workflow Analysis,"Purpose: Surgical workflow analysis is crucial for improving surgical
efficiency and safety. However, previous studies rely heavily on large-scale
annotated datasets, posing challenges in cost, scalability, and reliance on
expert annotations. To address this, we propose Surg-FTDA (Few-shot Text-driven
Adaptation), designed to handle various surgical workflow analysis tasks with
minimal paired image-label data.
  Methods: Our approach has two key components. First, Few-shot selection-based
modality alignment selects a small subset of images and aligns their embeddings
with text embeddings from the downstream task, bridging the modality gap.
Second, Text-driven adaptation leverages only text data to train a decoder,
eliminating the need for paired image-text data. This decoder is then applied
to aligned image embeddings, enabling image-related tasks without explicit
image-text pairs.
  Results: We evaluate our approach to generative tasks (image captioning) and
discriminative tasks (triplet recognition and phase recognition). Results show
that Surg-FTDA outperforms baselines and generalizes well across downstream
tasks.
  Conclusion: We propose a text-driven adaptation approach that mitigates the
modality gap and handles multiple downstream tasks in surgical workflow
analysis, with minimal reliance on large annotated datasets. The code and
dataset will be released in https://github.com/TingxuanSix/Surg-FTDA.","['cs.CV', 'cs.AI']",http://arxiv.org/abs/2501.09555v1
Teaching Wav2Vec2 the Language of the Brain,"The decoding of continuously spoken speech from neuronal activity has the
potential to become an important clinical solution for paralyzed patients. Deep
Learning Brain Computer Interfaces (BCIs) have recently successfully mapped
neuronal activity to text contents in subjects who attempted to formulate
speech. However, only small BCI datasets are available. In contrast, labeled
data and pre-trained models for the closely related task of speech recognition
from audio are widely available. One such model is Wav2Vec2 which has been
trained in a self-supervised fashion to create meaningful representations of
speech audio data. In this study, we show that patterns learned by Wav2Vec2 are
transferable to brain data. Specifically, we replace its audio feature
extractor with an untrained Brain Feature Extractor (BFE) model. We then
execute full fine-tuning with pre-trained weights for Wav2Vec2, training ''from
scratch'' without pre-trained weights as well as freezing a pre-trained
Wav2Vec2 and training only the BFE each for 45 different BFE architectures.
Across these experiments, the best run is from full fine-tuning with
pre-trained weights, achieving a Character Error Rate (CER) of 18.54\%,
outperforming the best training from scratch run by 20.46\% and that of frozen
Wav2Vec2 training by 15.92\% percentage points. These results indicate that
knowledge transfer from audio speech recognition to brain decoding is possible
and significantly improves brain decoding performance for the same
architectures. Related source code is available at
https://github.com/tfiedlerdev/Wav2Vec2ForBrain.",['cs.LG'],http://arxiv.org/abs/2501.09459v1
Making Your Dreams A Reality: Decoding the Dreams into a Coherent Video Story from fMRI Signals,"This paper studies the brave new idea for Multimedia community, and proposes
a novel framework to convert dreams into coherent video narratives using fMRI
data. Essentially, dreams have intrigued humanity for centuries, offering
glimpses into our subconscious minds. Recent advancements in brain imaging,
particularly functional magnetic resonance imaging (fMRI), have provided new
ways to explore the neural basis of dreaming. By combining subjective dream
experiences with objective neurophysiological data, we aim to understand the
visual aspects of dreams and create complete video narratives. Our process
involves three main steps: reconstructing visual perception, decoding dream
imagery, and integrating dream stories. Using innovative techniques in fMRI
analysis and language modeling, we seek to push the boundaries of dream
research and gain deeper insights into visual experiences during sleep. This
technical report introduces a novel approach to visually decoding dreams using
fMRI signals and weaving dream visuals into narratives using language models.
We gather a dataset of dreams along with descriptions to assess the
effectiveness of our framework.",['cs.CV'],http://arxiv.org/abs/2501.09350v1
UVRM: A Scalable 3D Reconstruction Model from Unposed Videos,"Large Reconstruction Models (LRMs) have recently become a popular method for
creating 3D foundational models. Training 3D reconstruction models with 2D
visual data traditionally requires prior knowledge of camera poses for the
training samples, a process that is both time-consuming and prone to errors.
Consequently, 3D reconstruction training has been confined to either synthetic
3D datasets or small-scale datasets with annotated poses. In this study, we
investigate the feasibility of 3D reconstruction using unposed video data of
various objects. We introduce UVRM, a novel 3D reconstruction model capable of
being trained and evaluated on monocular videos without requiring any
information about the pose. UVRM uses a transformer network to implicitly
aggregate video frames into a pose-invariant latent feature space, which is
then decoded into a tri-plane 3D representation. To obviate the need for
ground-truth pose annotations during training, UVRM employs a combination of
the score distillation sampling (SDS) method and an analysis-by-synthesis
approach, progressively synthesizing pseudo novel-views using a pre-trained
diffusion model. We qualitatively and quantitatively evaluate UVRM's
performance on the G-Objaverse and CO3D datasets without relying on pose
information. Extensive experiments show that UVRM is capable of effectively and
efficiently reconstructing a wide range of 3D objects from unposed videos.",['cs.CV'],http://arxiv.org/abs/2501.09347v1
Prompt-CAM: A Simpler Interpretable Transformer for Fine-Grained Analysis,"We present a simple usage of pre-trained Vision Transformers (ViTs) for
fine-grained analysis, aiming to identify and localize the traits that
distinguish visually similar categories, such as different bird species or dog
breeds. Pre-trained ViTs such as DINO have shown remarkable capabilities to
extract localized, informative features. However, using saliency maps like
Grad-CAM can hardly point out the traits: they often locate the whole object by
a blurred, coarse heatmap, not traits. We propose a novel approach Prompt Class
Attention Map (Prompt-CAM) to the rescue. Prompt-CAM learns class-specific
prompts to a pre-trained ViT and uses the corresponding outputs for
classification. To classify an image correctly, the true-class prompt must
attend to the unique image patches not seen in other classes' images, i.e.,
traits. As such, the true class's multi-head attention maps reveal traits and
their locations. Implementation-wise, Prompt-CAM is almost a free lunch by
simply modifying the prediction head of Visual Prompt Tuning (VPT). This makes
Prompt-CAM fairly easy to train and apply, sharply contrasting other
interpretable methods that design specific models and training processes. It is
even simpler than the recently published INterpretable TRansformer (INTR),
whose encoder-decoder architecture prevents it from leveraging pre-trained
ViTs. Extensive empirical studies on a dozen datasets from various domains
(e.g., birds, fishes, insects, fungi, flowers, food, and cars) validate
Prompt-CAM superior interpretation capability.","['cs.CV', 'cs.AI']",http://arxiv.org/abs/2501.09333v1
"New Fashion Products Performance Forecasting: A Survey on Evolutions, Models and Emerging Trends","The fast fashion industry's insatiable demand for new styles and rapid
production cycles has led to a significant environmental burden.
Overproduction, excessive waste, and harmful chemicals have contributed to the
negative environmental impact of the industry. To mitigate these issues, a
paradigm shift that prioritizes sustainability and efficiency is urgently
needed. Integrating learning-based predictive analytics into the fashion
industry represents a significant opportunity to address environmental
challenges and drive sustainable practices. By forecasting fashion trends and
optimizing production, brands can reduce their ecological footprint while
remaining competitive in a rapidly changing market. However, one of the key
challenges in forecasting fashion sales is the dynamic nature of consumer
preferences. Fashion is acyclical, with trends constantly evolving and
resurfacing. In addition, cultural changes and unexpected events can disrupt
established patterns. This problem is also known as New Fashion Products
Performance Forecasting (NFPPF), and it has recently gained more and more
interest in the global research landscape. Given its multidisciplinary nature,
the field of NFPPF has been approached from many different angles. This
comprehensive survey wishes to provide an up-to-date overview that focuses on
learning-based NFPPF strategies. The survey is based on the Preferred Reporting
Items for Systematic Reviews and Meta-Analyses (PRISMA) methodological flow,
allowing for a systematic and complete literature review. In particular, we
propose the first taxonomy that covers the learning panorama for NFPPF,
examining in detail the different methodologies used to increase the amount of
multimodal information, as well as the state-of-the-art available datasets.
Finally, we discuss the challenges and future directions.","['cs.LG', 'cs.CV']",http://arxiv.org/abs/2501.10324v1
Exploring the Implementation of AI in Early Onset Interviews to Help Mitigate Bias,"This paper investigates the application of artificial intelligence (AI) in
early-stage recruitment interviews in order to reduce inherent bias,
specifically sentiment bias. Traditional interviewers are often subject to
several biases, including interviewer bias, social desirability effects, and
even confirmation bias. In turn, this leads to non-inclusive hiring practices,
and a less diverse workforce. This study further analyzes various AI
interventions that are present in the marketplace today such as multimodal
platforms and interactive candidate assessment tools in order to gauge the
current market usage of AI in early-stage recruitment. However, this paper aims
to use a unique AI system that was developed to transcribe and analyze
interview dynamics, which emphasize skill and knowledge over emotional
sentiments. Results indicate that AI effectively minimizes sentiment-driven
biases by 41.2%, suggesting its revolutionizing power in companies' recruitment
processes for improved equity and efficiency.",['cs.AI'],http://arxiv.org/abs/2501.09890v1
The Dark Side of Rich Rewards: Understanding and Mitigating Noise in VLM Rewards,"While Vision-Language Models (VLMs) are increasingly used to generate reward
signals for training embodied agents to follow instructions, our research
reveals that agents guided by VLM rewards often underperform compared to those
employing only intrinsic (exploration-driven) rewards, contradicting
expectations set by recent work. We hypothesize that false positive rewards --
instances where unintended trajectories are incorrectly rewarded -- are more
detrimental than false negatives. Our analysis confirms this hypothesis,
revealing that the widely used cosine similarity metric is prone to false
positive reward estimates. To address this, we introduce BiMI ({Bi}nary
{M}utual {I}nformation), a novel reward function designed to mitigate noise.
BiMI significantly enhances learning efficiency across diverse and challenging
embodied navigation environments. Our findings offer a nuanced understanding of
how different types of reward noise impact agent learning and highlight the
importance of addressing multimodal reward signal noise when training embodied
agents","['cs.LG', 'cs.RO']",http://arxiv.org/abs/2409.15922v4
U-Fair: Uncertainty-based Multimodal Multitask Learning for Fairer Depression Detection,"Machine learning bias in mental health is becoming an increasingly pertinent
challenge. Despite promising efforts indicating that multitask approaches often
work better than unitask approaches, there is minimal work investigating the
impact of multitask learning on performance and fairness in depression
detection nor leveraged it to achieve fairer prediction outcomes. In this work,
we undertake a systematic investigation of using a multitask approach to
improve performance and fairness for depression detection. We propose a novel
gender-based task-reweighting method using uncertainty grounded in how the
PHQ-8 questionnaire is structured. Our results indicate that, although a
multitask approach improves performance and fairness compared to a unitask
approach, the results are not always consistent and we see evidence of negative
transfer and a reduction in the Pareto frontier, which is concerning given the
high-stake healthcare setting. Our proposed approach of gender-based
reweighting with uncertainty improves performance and fairness and alleviates
both challenges to a certain extent. Our findings on each PHQ-8 subitem task
difficulty are also in agreement with the largest study conducted on the PHQ-8
subitem discrimination capacity, thus providing the very first tangible
evidence linking ML findings with large-scale empirical population studies
conducted on the PHQ-8.",['cs.LG'],http://arxiv.org/abs/2501.09687v1
VITA-1.5: Towards GPT-4o Level Real-Time Vision and Speech Interaction,"Recent Multimodal Large Language Models (MLLMs) have typically focused on
integrating visual and textual modalities, with less emphasis placed on the
role of speech in enhancing interaction. However, speech plays a crucial role
in multimodal dialogue systems, and implementing high-performance in both
vision and speech tasks remains a significant challenge due to the fundamental
modality differences. In this paper, we propose a carefully designed
multi-stage training methodology that progressively trains LLM to understand
both visual and speech information, ultimately enabling fluent vision and
speech interaction. Our approach not only preserves strong vision-language
capacity, but also enables efficient speech-to-speech dialogue capabilities
without separate ASR and TTS modules, significantly accelerating multimodal
end-to-end response speed. By comparing our method against state-of-the-art
counterparts across benchmarks for image, video, and speech tasks, we
demonstrate that our model is equipped with both strong visual and speech
capabilities, making near real-time vision and speech interaction.","['cs.CV', 'cs.SD', 'eess.AS']",http://arxiv.org/abs/2501.01957v2
Multimodal Marvels of Deep Learning in Medical Diagnosis: A Comprehensive Review of COVID-19 Detection,"This study presents a comprehensive review of the potential of multimodal
deep learning (DL) in medical diagnosis, using COVID-19 as a case example.
Motivated by the success of artificial intelligence applications during the
COVID-19 pandemic, this research aims to uncover the capabilities of DL in
disease screening, prediction, and classification, and to derive insights that
enhance the resilience, sustainability, and inclusiveness of science,
technology, and innovation systems. Adopting a systematic approach, we
investigate the fundamental methodologies, data sources, preprocessing steps,
and challenges encountered in various studies and implementations. We explore
the architecture of deep learning models, emphasising their data-specific
structures and underlying algorithms. Subsequently, we compare different deep
learning strategies utilised in COVID-19 analysis, evaluating them based on
methodology, data, performance, and prerequisites for future research. By
examining diverse data types and diagnostic modalities, this research
contributes to scientific understanding and knowledge of the multimodal
application of DL and its effectiveness in diagnosis. We have implemented and
analysed 11 deep learning models using COVID-19 image, text, and speech (ie,
cough) data. Our analysis revealed that the MobileNet model achieved the
highest accuracy of 99.97% for COVID-19 image data and 93.73% for speech data
(i.e., cough). However, the BiGRU model demonstrated superior performance in
COVID-19 text classification with an accuracy of 99.89%. The broader
implications of this research suggest potential benefits for other domains and
disciplines that could leverage deep learning techniques for image, text, and
speech analysis.","['cs.LG', 'cs.SD', 'eess.AS', 'eess.IV']",http://arxiv.org/abs/2501.09506v1
Omni-Emotion: Extending Video MLLM with Detailed Face and Audio Modeling for Multimodal Emotion Analysis,"Understanding emotions accurately is essential for fields like human-computer
interaction. Due to the complexity of emotions and their multi-modal nature
(e.g., emotions are influenced by facial expressions and audio), researchers
have turned to using multi-modal models to understand human emotions rather
than single-modality. However, current video multi-modal large language models
(MLLMs) encounter difficulties in effectively integrating audio and identifying
subtle facial micro-expressions. Furthermore, the lack of detailed emotion
analysis datasets also limits the development of multimodal emotion analysis.
To address these issues, we introduce a self-reviewed dataset and a
human-reviewed dataset, comprising 24,137 coarse-grained samples and 3,500
manually annotated samples with detailed emotion annotations, respectively.
These datasets allow models to learn from diverse scenarios and better
generalize to real-world applications. Moreover, in addition to the audio
modeling, we propose to explicitly integrate facial encoding models into the
existing advanced Video MLLM, enabling the MLLM to effectively unify audio and
the subtle facial cues for emotion understanding. By aligning these features
within a unified space and employing instruction tuning in our proposed
datasets, our Omni-Emotion achieves state-of-the-art performance in both
emotion recognition and reasoning tasks.",['cs.CV'],http://arxiv.org/abs/2501.09502v1
YETI (YET to Intervene) Proactive Interventions by Multimodal AI Agents in Augmented Reality Tasks,"Multimodal AI Agents are AI models that have the capability of interactively
and cooperatively assisting human users to solve day-to-day tasks. Augmented
Reality (AR) head worn devices can uniquely improve the user experience of
solving procedural day-to-day tasks by providing egocentric multimodal (audio
and video) observational capabilities to AI Agents. Such AR capabilities can
help AI Agents see and listen to actions that users take which can relate to
multimodal capabilities of human users. Existing AI Agents, either Large
Language Models (LLMs) or Multimodal Vision-Language Models (VLMs) are reactive
in nature, which means that models cannot take an action without reading or
listening to the human user's prompts. Proactivity of AI Agents on the other
hand can help the human user detect and correct any mistakes in agent observed
tasks, encourage users when they do tasks correctly or simply engage in
conversation with the user - akin to a human teaching or assisting a user. Our
proposed YET to Intervene (YETI) multimodal agent focuses on the research
question of identifying circumstances that may require the agent to intervene
proactively. This allows the agent to understand when it can intervene in a
conversation with human users that can help the user correct mistakes on tasks,
like cooking, using AR. Our YETI Agent learns scene understanding signals based
on interpretable notions of Structural Similarity (SSIM) on consecutive video
frames. We also define the alignment signal which the AI Agent can learn to
identify if the video frames corresponding to the user's actions on the task
are consistent with expected actions. These signals are used by our AI Agent to
determine when it should proactively intervene. We compare our results on the
instances of proactive intervention in the HoloAssist multimodal benchmark for
an expert agent guiding a user to complete procedural tasks.","['cs.AI', 'cs.CV', 'cs.ET', 'cs.MA', 'I.2; I.2.10; I.2.11; I.2.1; I.2.7; I.4.8; I.4.9']",http://arxiv.org/abs/2501.09355v1
Multimodal-to-Text Prompt Engineering in Large Language Models Using Feature Embeddings for GNSS Interference Characterization,"Large language models (LLMs) are advanced AI systems applied across various
domains, including NLP, information retrieval, and recommendation systems.
Despite their adaptability and efficiency, LLMs have not been extensively
explored for signal processing tasks, particularly in the domain of global
navigation satellite system (GNSS) interference monitoring. GNSS interference
monitoring is essential to ensure the reliability of vehicle localization on
roads, a critical requirement for numerous applications. However, GNSS-based
positioning is vulnerable to interference from jamming devices, which can
compromise its accuracy. The primary objective is to identify, classify, and
mitigate these interferences. Interpreting GNSS snapshots and the associated
interferences presents significant challenges due to the inherent complexity,
including multipath effects, diverse interference types, varying sensor
characteristics, and satellite constellations. In this paper, we extract
features from a large GNSS dataset and employ LLaVA to retrieve relevant
information from an extensive knowledge base. We employ prompt engineering to
interpret the interferences and environmental factors, and utilize t-SNE to
analyze the feature embeddings. Our findings demonstrate that the proposed
method is capable of visual and logical reasoning within the GNSS context.
Furthermore, our pipeline outperforms state-of-the-art machine learning models
in interference classification tasks.","['cs.AI', 'eess.SP', '68T30, 68T05', 'H.1; H.5; I.4.9; I.4.10']",http://arxiv.org/abs/2501.05079v2
T2V-CompBench: A Comprehensive Benchmark for Compositional Text-to-video Generation,"Text-to-video (T2V) generative models have advanced significantly, yet their
ability to compose different objects, attributes, actions, and motions into a
video remains unexplored. Previous text-to-video benchmarks also neglect this
important ability for evaluation. In this work, we conduct the first systematic
study on compositional text-to-video generation. We propose T2V-CompBench, the
first benchmark tailored for compositional text-to-video generation.
T2V-CompBench encompasses diverse aspects of compositionality, including
consistent attribute binding, dynamic attribute binding, spatial relationships,
motion binding, action binding, object interactions, and generative numeracy.
We further carefully design evaluation metrics of multimodal large language
model (MLLM)-based, detection-based, and tracking-based metrics, which can
better reflect the compositional text-to-video generation quality of seven
proposed categories with 1400 text prompts. The effectiveness of the proposed
metrics is verified by correlation with human evaluations. We also benchmark
various text-to-video generative models and conduct in-depth analysis across
different models and various compositional categories. We find that
compositional text-to-video generation is highly challenging for current
models, and we hope our attempt could shed light on future research in this
direction.",['cs.CV'],http://arxiv.org/abs/2407.14505v2
Compression with Global Guidance: Towards Training-free High-Resolution MLLMs Acceleration,"Multimodal large language models (MLLMs) have attracted considerable
attention due to their exceptional performance in visual content understanding
and reasoning. However, their inference efficiency has been a notable concern,
as the increasing length of multimodal contexts leads to quadratic complexity.
Token compression techniques, which reduce the number of visual tokens, have
demonstrated their effectiveness in reducing computational costs. Yet, these
approaches have struggled to keep pace with the rapid advancements in MLLMs,
especially the AnyRes strategy in the context of high-resolution image
understanding. In this paper, we propose a novel token compression method,
GlobalCom$^2$, tailored for high-resolution MLLMs that receive both the
thumbnail and multiple crops. GlobalCom$^2$ treats the tokens derived from the
thumbnail as the ""commander"" of the entire token compression process, directing
the allocation of retention ratios and the specific compression for each crop.
In this way, redundant tokens are eliminated while important local details are
adaptively preserved to the highest extent feasible. Empirical results across
10 benchmarks reveal that GlobalCom$^2$ achieves an optimal balance between
performance and efficiency, and consistently outperforms state-of-the-art token
compression methods with LLaVA-NeXT-7B/13B models. Our code is released at
https://github.com/xuyang-liu16/GlobalCom2.",['cs.CV'],http://arxiv.org/abs/2501.05179v2
SAIF: A Comprehensive Framework for Evaluating the Risks of Generative AI in the Public Sector,"The rapid adoption of generative AI in the public sector, encompassing
diverse applications ranging from automated public assistance to welfare
services and immigration processes, highlights its transformative potential
while underscoring the pressing need for thorough risk assessments. Despite its
growing presence, evaluations of risks associated with AI-driven systems in the
public sector remain insufficiently explored. Building upon an established
taxonomy of AI risks derived from diverse government policies and corporate
guidelines, we investigate the critical risks posed by generative AI in the
public sector while extending the scope to account for its multimodal
capabilities. In addition, we propose a Systematic dAta generatIon Framework
for evaluating the risks of generative AI (SAIF). SAIF involves four key
stages: breaking down risks, designing scenarios, applying jailbreak methods,
and exploring prompt types. It ensures the systematic and consistent generation
of prompt data, facilitating a comprehensive evaluation while providing a solid
foundation for mitigating the risks. Furthermore, SAIF is designed to
accommodate emerging jailbreak methods and evolving prompt types, thereby
enabling effective responses to unforeseen risk scenarios. We believe that this
study can play a crucial role in fostering the safe and responsible integration
of generative AI into the public sector.","['cs.AI', 'cs.CL', 'cs.CY']",http://arxiv.org/abs/2501.08814v1
The Devil is in Temporal Token: High Quality Video Reasoning Segmentation,"Existing methods for Video Reasoning Segmentation rely heavily on a single
special token to represent the object in the keyframe or the entire video,
inadequately capturing spatial complexity and inter-frame motion. To overcome
these challenges, we propose VRS-HQ, an end-to-end video reasoning segmentation
approach that leverages Multimodal Large Language Models (MLLMs) to inject rich
spatiotemporal features into hierarchical tokens.Our key innovations include a
Temporal Dynamic Aggregation (TDA) and a Token-driven Keyframe Selection (TKS).
Specifically, we design frame-level <SEG> and temporal-level <TAK> tokens that
utilize MLLM's autoregressive learning to effectively capture both local and
global information. Subsequently, we apply a similarity-based weighted fusion
and frame selection strategy, then utilize SAM2 to perform keyframe
segmentation and propagation. To enhance keyframe localization accuracy, the
TKS filters keyframes based on SAM2's occlusion scores during inference. VRS-HQ
achieves state-of-the-art performance on ReVOS, surpassing VISA by
5.9%/12.5%/9.1% in J&F scores across the three subsets. These results highlight
the strong temporal reasoning and segmentation capabilities of our method. Code
and model weights will be released at VRS-HQ.","['cs.CV', 'cs.AI']",http://arxiv.org/abs/2501.08549v1
Multimodal Fake News Video Explanation Generation,"Multi-modal explanation involves the assessment of the veracity of a variety
of different content, and relies on multiple information modalities to
comprehensively consider the relevance and consistency between modalities. Most
existing fake news video detection methods focus on improving accuracy while
ignoring the importance of providing explanations. In this paper, we propose a
novel problem - Fake News Video Explanation (FNVE) - Given a multimodal news
containing both video and caption text, we aim to generate natural language
explanations to reveal the truth of predictions. To this end, we develop
FakeNVE, a new dataset of explanations for truthfully multimodal posts, where
each explanation is a natural language (English) sentence describing the
attribution of a news thread. We benchmark FakeNVE by using a multimodal
transformer-based architecture. Subsequently, a BART-based autoregressive
decoder is used as the generator. Empirical results show compelling results for
various baselines (applicable to FNVE) across multiple evaluation metrics. We
also perform human evaluation on explanation generation, achieving high scores
for both adequacy and fluency.","['cs.CV', 'cs.MM']",http://arxiv.org/abs/2501.08514v1
FLAVARS: A Multimodal Foundational Language and Vision Alignment Model for Remote Sensing,"Remote sensing imagery is dense with objects and contextual visual
information. There is a recent trend to combine paired satellite images and
text captions for pretraining performant encoders for downstream tasks.
However, while contrastive image-text methods like CLIP enable vision-language
alignment and zero-shot classification ability, vision-only downstream
performance tends to degrade compared to image-only pretraining, such as MAE.
In this paper, we propose FLAVARS, a pretraining method that combines the best
of both contrastive learning and masked modeling, along with geospatial
alignment via contrastive location encoding. We find that FLAVARS significantly
outperforms a baseline of SkyCLIP for vision-only tasks such as KNN
classification and semantic segmentation, +6\% mIOU on SpaceNet1, while
retaining the ability to perform zero-shot classification, unlike MAE
pretrained methods.","['cs.CV', 'cs.LG']",http://arxiv.org/abs/2501.08490v1
Asymmetric Contrastive Multimodal Learning for Advancing Chemical Understanding,"The versatility of multimodal deep learning holds tremendous promise for
advancing scientific research and practical applications. As this field
continues to evolve, the collective power of cross-modal analysis promises to
drive transformative innovations, leading us to new frontiers in chemical
understanding and discovery. Hence, we introduce Asymmetric Contrastive
Multimodal Learning (ACML) as a novel approach tailored for molecules,
showcasing its potential to advance the field of chemistry. ACML harnesses the
power of effective asymmetric contrastive learning to seamlessly transfer
information from various chemical modalities to molecular graph
representations. By combining pre-trained chemical unimodal encoders and a
shallow-designed graph encoder with 5 layers, ACML facilitates the assimilation
of coordinated chemical semantics from different modalities, leading to
comprehensive representation learning with efficient training. We demonstrate
the effectiveness of this framework through large-scale cross-modality
retrieval and isomer discrimination tasks. Additionally, ACML enhances
interpretability by revealing chemical semantics in graph presentations and
bolsters the expressive power of graph neural networks, as evidenced by
improved performance in molecular property prediction tasks from MoleculeNet
and TDC. ACML exhibits its capability to revolutionize chemical research and
applications, providing a deeper understanding of the chemical semantics of
different modalities.",['cs.LG'],http://arxiv.org/abs/2311.06456v4
